interaction_id,data_chamada,cliente_id,canal,motivo,submotivo,duracao_segundos,satisfacao,agente,duracao_minutos,ano_mes,chamada_longa
2241,2025-10-07 14:49:02.330166,44398,WHATSAPP,CANCELAMENTO,DESISTENCIA,1779,3,CARLOS LIMA,29.65,2025-10,True
2242,2025-09-01 10:26:02.330166,75496,CHAT,CANCELAMENTO,VALOR ALTO,1623,4,MARIA OLIVEIRA,27.05,2025-09,True
2243,2025-10-10 21:35:02.330166,32354,VOZ,SUPORTE TECNICO,SEM SINAL,1474,3,CARLOS LIMA,24.57,2025-10,True
2244,2025-08-24 01:08:02.330166,62853,CHAT,INFORMACOES,PROMOCAO,1011,4,JOAO SANTOS,16.85,2025-08,True
2245,2025-11-09 15:09:02.330166,60536,CHAT,SUPORTE TECNICO,INSTABILIDADE,110,2,MARIA OLIVEIRA,1.83,2025-11,False
2246,2025-07-23 04:37:02.330166,62352,CHAT,INFORMACOES,COBERTURA,88,4,PAULO ROCHA,1.47,2025-07,False
2247,2025-10-11 22:31:02.330166,34105,VOZ,SUPORTE TECNICO,SEM SINAL,254,1,CARLOS LIMA,4.23,2025-10,False
2248,2025-08-14 07:29:02.330166,54212,VOZ,INFORMACOES,PLANO,104,4,CARLOS LIMA,1.73,2025-08,False
2249,2025-11-24 01:18:02.330166,82001,CHAT,SUPORTE TECNICO,LENTIDAO,526,2,CARLOS LIMA,8.77,2025-11,False
2250,2025-09-13 04:57:02.330166,30948,CHAT,INFORMACOES,PROMOCAO,1423,1,MARIA OLIVEIRA,23.72,2025-09,True
2251,2025-12-16 11:27:02.330166,52373,WHATSAPP,FATURAMENTO,BOLETO,1036,5,MARIA OLIVEIRA,17.27,2025-12,True
2252,2025-09-28 10:27:02.330166,74779,VOZ,SUPORTE TECNICO,SEM SINAL,912,4,ANA SILVA,15.2,2025-09,True
2253,2025-08-26 15:13:02.330166,92635,CHAT,CANCELAMENTO,DESISTENCIA,1460,5,CARLOS LIMA,24.33,2025-08,True
2254,2025-07-19 13:25:02.330166,79420,CHAT,FATURAMENTO,2ª VIA,758,3,PAULO ROCHA,12.63,2025-07,True
2255,2025-10-06 21:54:02.330166,72065,VOZ,SUPORTE TECNICO,LENTIDAO,96,4,MARIA OLIVEIRA,1.6,2025-10,False
2256,2025-08-03 03:04:02.330166,52755,WHATSAPP,INFORMACOES,PLANO,538,3,PAULO ROCHA,8.97,2025-08,False
2257,2025-10-05 00:45:02.330166,54663,WHATSAPP,INFORMACOES,PROMOCAO,1685,3,PAULO ROCHA,28.08,2025-10,True
2258,2025-12-18 18:10:02.330166,52183,WHATSAPP,SUPORTE TECNICO,SEM SINAL,1232,2,PAULO ROCHA,20.53,2025-12,True
2259,2025-09-22 22:37:02.330166,83832,CHAT,SUPORTE TECNICO,SEM SINAL,99,3,FERNANDA COSTA,1.65,2025-09,False
2260,2025-11-09 13:35:02.330166,29445,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,718,1,FERNANDA COSTA,11.97,2025-11,True
2261,2025-10-13 16:44:02.330166,44866,VOZ,INFORMACOES,PROMOCAO,980,4,JOAO SANTOS,16.33,2025-10,True
2262,2025-08-31 05:20:02.330166,17736,CHAT,CANCELAMENTO,DESISTENCIA,565,2,PAULO ROCHA,9.42,2025-08,False
2263,2025-08-29 20:04:02.330166,91350,CHAT,FATURAMENTO,VALOR INDEVIDO,1210,2,MARIA OLIVEIRA,20.17,2025-08,True
2264,2025-12-22 08:43:02.330166,51178,WHATSAPP,CANCELAMENTO,VALOR ALTO,1158,2,PAULO ROCHA,19.3,2025-12,True
2265,2025-10-14 03:35:02.330166,25776,CHAT,SUPORTE TECNICO,INSTABILIDADE,1562,1,PAULO ROCHA,26.03,2025-10,True
2266,2025-11-18 10:10:02.330166,76077,CHAT,SUPORTE TECNICO,INSTABILIDADE,568,4,CARLOS LIMA,9.47,2025-11,False
2267,2025-08-12 12:13:02.330166,36770,VOZ,FATURAMENTO,VALOR INDEVIDO,666,1,ANA SILVA,11.1,2025-08,True
2268,2025-09-01 02:31:02.330166,70940,VOZ,INFORMACOES,PLANO,974,4,FERNANDA COSTA,16.23,2025-09,True
2269,2025-09-14 20:25:02.330166,51168,VOZ,SUPORTE TECNICO,INSTABILIDADE,620,4,MARIA OLIVEIRA,10.33,2025-09,True
2270,2025-10-14 09:58:02.330166,69419,CHAT,SUPORTE TECNICO,INSTABILIDADE,393,5,JOAO SANTOS,6.55,2025-10,False
2271,2025-07-18 13:20:02.330166,16871,CHAT,CANCELAMENTO,DESISTENCIA,1191,4,MARIA OLIVEIRA,19.85,2025-07,True
2272,2025-11-24 10:09:02.330166,59155,WHATSAPP,SUPORTE TECNICO,LENTIDAO,112,4,PAULO ROCHA,1.87,2025-11,False
2273,2025-07-28 09:38:02.330166,52809,WHATSAPP,CANCELAMENTO,VALOR ALTO,1772,1,PAULO ROCHA,29.53,2025-07,True
2274,2025-10-06 23:10:02.330166,84518,VOZ,CANCELAMENTO,VALOR ALTO,1107,1,PAULO ROCHA,18.45,2025-10,True
2275,2025-07-07 15:02:02.330166,18899,VOZ,SUPORTE TECNICO,LENTIDAO,370,1,FERNANDA COSTA,6.17,2025-07,False
2276,2025-08-07 18:44:02.330166,22040,CHAT,SUPORTE TECNICO,INSTABILIDADE,791,3,ANA SILVA,13.18,2025-08,True
2277,2025-11-09 16:28:02.330166,19119,CHAT,INFORMACOES,PROMOCAO,880,5,ANA SILVA,14.67,2025-11,True
2278,2025-11-16 18:19:02.330166,61903,WHATSAPP,INFORMACOES,COBERTURA,377,5,ANA SILVA,6.28,2025-11,False
2279,2025-07-24 22:53:02.330166,25105,CHAT,SUPORTE TECNICO,LENTIDAO,525,2,ANA SILVA,8.75,2025-07,False
2280,2025-10-21 00:50:02.330166,39559,CHAT,FATURAMENTO,BOLETO,146,1,JOAO SANTOS,2.43,2025-10,False
2281,2025-12-16 17:52:02.330166,28045,WHATSAPP,SUPORTE TECNICO,SEM SINAL,714,3,CARLOS LIMA,11.9,2025-12,True
2282,2025-09-26 21:15:02.330166,47963,CHAT,INFORMACOES,PLANO,108,4,FERNANDA COSTA,1.8,2025-09,False
2283,2025-08-01 10:18:02.330166,87289,VOZ,FATURAMENTO,BOLETO,487,2,FERNANDA COSTA,8.12,2025-08,False
2284,2025-08-28 14:25:02.330166,20567,WHATSAPP,INFORMACOES,PLANO,813,5,JOAO SANTOS,13.55,2025-08,True
2285,2025-07-23 17:09:02.330166,80284,VOZ,INFORMACOES,PLANO,1345,5,MARIA OLIVEIRA,22.42,2025-07,True
2286,2025-09-27 00:01:02.330166,60910,VOZ,CANCELAMENTO,VALOR ALTO,1769,2,FERNANDA COSTA,29.48,2025-09,True
2287,2025-07-31 15:17:02.330166,52868,CHAT,CANCELAMENTO,VALOR ALTO,864,1,PAULO ROCHA,14.4,2025-07,True
2288,2025-07-01 05:51:02.330166,68398,WHATSAPP,CANCELAMENTO,VALOR ALTO,1394,5,CARLOS LIMA,23.23,2025-07,True
2289,2025-07-16 12:18:02.330166,15460,CHAT,SUPORTE TECNICO,SEM SINAL,1707,1,PAULO ROCHA,28.45,2025-07,True
2290,2025-11-11 07:23:02.330166,84738,WHATSAPP,SUPORTE TECNICO,SEM SINAL,1590,3,PAULO ROCHA,26.5,2025-11,True
2291,2025-11-21 21:14:02.330166,49763,CHAT,SUPORTE TECNICO,INSTABILIDADE,1009,1,PAULO ROCHA,16.82,2025-11,True
2292,2025-12-05 01:19:02.330166,43073,VOZ,SUPORTE TECNICO,INSTABILIDADE,1106,1,MARIA OLIVEIRA,18.43,2025-12,True
2293,2025-11-24 00:28:02.330166,33713,CHAT,FATURAMENTO,BOLETO,482,4,PAULO ROCHA,8.03,2025-11,False
2294,2025-08-24 14:12:02.330166,70015,CHAT,INFORMACOES,COBERTURA,1292,2,CARLOS LIMA,21.53,2025-08,True
2295,2025-10-12 15:08:02.330166,47400,WHATSAPP,INFORMACOES,COBERTURA,568,1,FERNANDA COSTA,9.47,2025-10,False
2296,2025-11-28 05:22:02.330166,14089,WHATSAPP,FATURAMENTO,BOLETO,162,1,MARIA OLIVEIRA,2.7,2025-11,False
2297,2025-09-15 00:26:02.330166,59993,WHATSAPP,FATURAMENTO,NA,1223,2,ANA SILVA,20.38,2025-09,True
2298,2025-08-04 04:38:02.330166,94642,VOZ,FATURAMENTO,VALOR INDEVIDO,926,3,ANA SILVA,15.43,2025-08,True
2299,2025-10-22 23:41:02.330166,12935,CHAT,CANCELAMENTO,VALOR ALTO,1637,1,ANA SILVA,27.28,2025-10,True
2300,2025-08-12 19:48:02.330166,69890,VOZ,CANCELAMENTO,DESISTENCIA,306,1,CARLOS LIMA,5.1,2025-08,False
2301,2025-07-16 11:50:02.330166,21284,WHATSAPP,SUPORTE TECNICO,SEM SINAL,540,4,FERNANDA COSTA,9.0,2025-07,False
2302,2025-06-30 02:30:02.330166,83823,CHAT,CANCELAMENTO,VALOR ALTO,189,2,JOAO SANTOS,3.15,2025-06,False
2303,2025-10-27 10:15:02.330166,59469,VOZ,FATURAMENTO,VALOR INDEVIDO,136,4,CARLOS LIMA,2.27,2025-10,False
2304,2025-07-27 20:38:02.330166,11739,WHATSAPP,INFORMACOES,PROMOCAO,150,1,MARIA OLIVEIRA,2.5,2025-07,False
2305,2025-08-01 21:33:02.330166,45033,VOZ,CANCELAMENTO,VALOR ALTO,1434,3,JOAO SANTOS,23.9,2025-08,True
2306,2025-09-15 13:14:02.330166,10255,WHATSAPP,SUPORTE TECNICO,INSTABILIDADE,150,5,CARLOS LIMA,2.5,2025-09,False
2307,2025-11-03 06:19:02.330166,16198,CHAT,INFORMACOES,PLANO,805,1,FERNANDA COSTA,13.42,2025-11,True
2308,2025-11-22 09:42:02.330166,71928,WHATSAPP,CANCELAMENTO,VALOR ALTO,395,3,PAULO ROCHA,6.58,2025-11,False
2309,2025-08-23 09:09:02.330166,93796,CHAT,CANCELAMENTO,DESISTENCIA,893,2,FERNANDA COSTA,14.88,2025-08,True
2310,2025-09-19 02:25:02.330166,55539,CHAT,INFORMACOES,NA,362,4,PAULO ROCHA,6.03,2025-09,False
2311,2025-12-18 00:18:02.330166,66585,VOZ,INFORMACOES,PROMOCAO,1293,3,JOAO SANTOS,21.55,2025-12,True
2312,2025-10-21 12:01:02.330166,71152,CHAT,CANCELAMENTO,VALOR ALTO,1603,5,PAULO ROCHA,26.72,2025-10,True
2313,2025-08-27 12:31:02.330166,76368,WHATSAPP,SUPORTE TECNICO,SEM SINAL,357,5,MARIA OLIVEIRA,5.95,2025-08,False
2314,2025-07-21 09:31:02.330166,36976,WHATSAPP,SUPORTE TECNICO,INSTABILIDADE,871,1,CARLOS LIMA,14.52,2025-07,True
2315,2025-10-03 00:42:02.330166,15502,WHATSAPP,FATURAMENTO,2ª VIA,272,5,ANA SILVA,4.53,2025-10,False
2316,2025-11-07 15:47:02.330166,39724,WHATSAPP,CANCELAMENTO,DESISTENCIA,1513,3,CARLOS LIMA,25.22,2025-11,True
2317,2025-11-06 05:28:02.330166,58932,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,868,5,PAULO ROCHA,14.47,2025-11,True
2318,2025-10-09 00:59:02.330166,56023,WHATSAPP,INFORMACOES,PLANO,895,1,JOAO SANTOS,14.92,2025-10,True
2319,2025-11-24 21:16:02.330166,34684,WHATSAPP,INFORMACOES,PLANO,61,5,ANA SILVA,1.02,2025-11,False
2320,2025-12-09 17:19:02.330166,19464,WHATSAPP,INFORMACOES,PLANO,687,2,CARLOS LIMA,11.45,2025-12,True
2321,2025-10-02 15:50:02.330166,93656,VOZ,CANCELAMENTO,DESISTENCIA,1728,2,ANA SILVA,28.8,2025-10,True
2322,2025-08-18 20:15:02.330166,25869,VOZ,FATURAMENTO,BOLETO,440,1,ANA SILVA,7.33,2025-08,False
2323,2025-12-16 02:59:02.330166,25591,CHAT,CANCELAMENTO,VALOR ALTO,792,4,ANA SILVA,13.2,2025-12,True
2324,2025-09-04 14:02:02.330166,59140,VOZ,CANCELAMENTO,NA,682,4,FERNANDA COSTA,11.37,2025-09,True
2325,2025-10-15 22:03:02.330166,87769,VOZ,INFORMACOES,COBERTURA,1450,4,ANA SILVA,24.17,2025-10,True
2326,2025-08-28 23:39:02.330166,14068,CHAT,INFORMACOES,PROMOCAO,1494,4,CARLOS LIMA,24.9,2025-08,True
2327,2025-10-29 08:27:02.330166,86955,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,778,4,ANA SILVA,12.97,2025-10,True
2328,2025-12-18 06:20:02.330166,73890,VOZ,INFORMACOES,PLANO,1032,3,FERNANDA COSTA,17.2,2025-12,True
2329,2025-08-09 16:04:02.330166,92745,VOZ,FATURAMENTO,BOLETO,991,4,PAULO ROCHA,16.52,2025-08,True
2330,2025-10-13 21:09:02.330166,71509,VOZ,CANCELAMENTO,DESISTENCIA,721,3,FERNANDA COSTA,12.02,2025-10,True
2331,2025-10-15 17:19:02.330166,63819,VOZ,INFORMACOES,PLANO,81,2,FERNANDA COSTA,1.35,2025-10,False
2332,2025-09-14 21:41:02.330166,19057,WHATSAPP,FATURAMENTO,2ª VIA,431,4,MARIA OLIVEIRA,7.18,2025-09,False
2333,2025-10-23 00:01:02.330166,16385,CHAT,INFORMACOES,COBERTURA,1259,1,PAULO ROCHA,20.98,2025-10,True
2334,2025-12-07 05:59:02.330166,69208,CHAT,INFORMACOES,PLANO,393,1,MARIA OLIVEIRA,6.55,2025-12,False
2335,2025-07-15 23:07:02.330166,30289,VOZ,CANCELAMENTO,VALOR ALTO,467,4,CARLOS LIMA,7.78,2025-07,False
2336,2025-09-04 12:06:02.330166,95704,VOZ,SUPORTE TECNICO,SEM SINAL,1642,4,ANA SILVA,27.37,2025-09,True
2337,2025-08-05 16:05:02.330166,54573,WHATSAPP,CANCELAMENTO,DESISTENCIA,1255,4,JOAO SANTOS,20.92,2025-08,True
2338,2025-12-15 14:00:02.330166,25216,VOZ,INFORMACOES,COBERTURA,396,2,JOAO SANTOS,6.6,2025-12,False
2339,2025-09-24 07:38:02.330166,58060,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,940,1,PAULO ROCHA,15.67,2025-09,True
2340,2025-09-10 04:56:02.330166,72083,VOZ,CANCELAMENTO,DESISTENCIA,631,4,FERNANDA COSTA,10.52,2025-09,True
2341,2025-07-07 20:42:02.330166,21435,CHAT,INFORMACOES,PLANO,1421,3,CARLOS LIMA,23.68,2025-07,True
2342,2025-12-10 08:19:02.330166,41880,VOZ,INFORMACOES,COBERTURA,307,1,JOAO SANTOS,5.12,2025-12,False
2343,2025-07-30 00:03:02.330166,97115,VOZ,FATURAMENTO,2ª VIA,973,5,MARIA OLIVEIRA,16.22,2025-07,True
2344,2025-07-08 03:53:02.330166,96017,VOZ,CANCELAMENTO,VALOR ALTO,1252,4,ANA SILVA,20.87,2025-07,True
2345,2025-08-01 20:27:02.330166,29318,CHAT,FATURAMENTO,BOLETO,332,4,ANA SILVA,5.53,2025-08,False
2346,2025-09-26 21:01:02.330166,11594,VOZ,CANCELAMENTO,NA,1134,3,FERNANDA COSTA,18.9,2025-09,True
2347,2025-12-03 06:24:02.330166,27964,CHAT,FATURAMENTO,VALOR INDEVIDO,559,4,JOAO SANTOS,9.32,2025-12,False
2348,2025-09-20 10:12:02.330166,72688,CHAT,SUPORTE TECNICO,INSTABILIDADE,498,1,JOAO SANTOS,8.3,2025-09,False
2349,2025-10-19 07:18:02.330166,92186,WHATSAPP,INFORMACOES,COBERTURA,1706,1,JOAO SANTOS,28.43,2025-10,True
2350,2025-07-22 11:13:02.330166,18912,CHAT,SUPORTE TECNICO,INSTABILIDADE,1111,1,FERNANDA COSTA,18.52,2025-07,True
2351,2025-10-18 03:05:02.330166,64199,WHATSAPP,SUPORTE TECNICO,SEM SINAL,800,2,MARIA OLIVEIRA,13.33,2025-10,True
2352,2025-11-09 23:06:02.330166,66606,VOZ,INFORMACOES,PLANO,716,4,ANA SILVA,11.93,2025-11,True
2353,2025-11-05 06:03:02.330166,58979,CHAT,SUPORTE TECNICO,INSTABILIDADE,981,5,JOAO SANTOS,16.35,2025-11,True
2354,2025-10-15 22:28:02.330166,76787,CHAT,SUPORTE TECNICO,LENTIDAO,1383,2,JOAO SANTOS,23.05,2025-10,True
2355,2025-11-13 17:40:02.330166,19837,CHAT,CANCELAMENTO,VALOR ALTO,1288,1,CARLOS LIMA,21.47,2025-11,True
2356,2025-07-11 10:37:02.330166,29079,WHATSAPP,FATURAMENTO,2ª VIA,141,3,MARIA OLIVEIRA,2.35,2025-07,False
2357,2025-09-18 13:24:02.330166,95218,CHAT,INFORMACOES,PROMOCAO,681,5,FERNANDA COSTA,11.35,2025-09,True
2358,2025-11-28 17:09:02.330166,71592,WHATSAPP,CANCELAMENTO,VALOR ALTO,1058,4,PAULO ROCHA,17.63,2025-11,True
2359,2025-08-26 08:39:02.330166,21925,WHATSAPP,SUPORTE TECNICO,LENTIDAO,1062,3,FERNANDA COSTA,17.7,2025-08,True
2360,2025-10-18 12:37:02.330166,45155,CHAT,FATURAMENTO,VALOR INDEVIDO,651,5,FERNANDA COSTA,10.85,2025-10,True
2361,2025-12-11 17:17:02.330166,52488,VOZ,SUPORTE TECNICO,LENTIDAO,1219,2,MARIA OLIVEIRA,20.32,2025-12,True
2362,2025-11-23 07:38:02.330166,53908,WHATSAPP,CANCELAMENTO,DESISTENCIA,1444,4,MARIA OLIVEIRA,24.07,2025-11,True
2363,2025-10-25 21:50:02.330166,96391,VOZ,CANCELAMENTO,VALOR ALTO,1633,5,JOAO SANTOS,27.22,2025-10,True
2364,2025-10-29 01:57:02.330166,99912,CHAT,CANCELAMENTO,DESISTENCIA,1519,5,FERNANDA COSTA,25.32,2025-10,True
2365,2025-11-18 06:35:02.330166,70645,WHATSAPP,CANCELAMENTO,DESISTENCIA,1125,2,ANA SILVA,18.75,2025-11,True
2366,2025-08-02 10:48:02.330166,88398,WHATSAPP,CANCELAMENTO,DESISTENCIA,1760,3,JOAO SANTOS,29.33,2025-08,True
2367,2025-08-09 17:08:02.330166,61331,CHAT,INFORMACOES,PROMOCAO,1528,3,FERNANDA COSTA,25.47,2025-08,True
2368,2025-08-27 03:32:02.330166,29181,CHAT,INFORMACOES,COBERTURA,1301,1,MARIA OLIVEIRA,21.68,2025-08,True
2369,2025-11-21 00:30:02.330166,82179,CHAT,FATURAMENTO,VALOR INDEVIDO,66,1,JOAO SANTOS,1.1,2025-11,False
2370,2025-09-16 18:49:02.330166,82174,WHATSAPP,CANCELAMENTO,VALOR ALTO,1741,3,FERNANDA COSTA,29.02,2025-09,True
2371,2025-08-13 08:48:02.330166,16683,CHAT,INFORMACOES,PLANO,1346,4,FERNANDA COSTA,22.43,2025-08,True
2372,2025-09-13 13:59:02.330166,60709,CHAT,FATURAMENTO,VALOR INDEVIDO,304,2,JOAO SANTOS,5.07,2025-09,False
2373,2025-11-11 08:59:02.330166,17143,VOZ,FATURAMENTO,NA,1795,1,MARIA OLIVEIRA,29.92,2025-11,True
2374,2025-10-01 10:22:02.330166,45181,VOZ,FATURAMENTO,2ª VIA,1665,1,PAULO ROCHA,27.75,2025-10,True
2375,2025-07-03 06:26:02.330166,96546,WHATSAPP,INFORMACOES,PLANO,182,1,ANA SILVA,3.03,2025-07,False
2376,2025-08-16 17:35:02.330166,66335,VOZ,CANCELAMENTO,VALOR ALTO,532,2,FERNANDA COSTA,8.87,2025-08,False
2377,2025-11-26 01:19:02.330166,40980,VOZ,CANCELAMENTO,VALOR ALTO,107,5,FERNANDA COSTA,1.78,2025-11,False
2378,2025-07-27 06:44:02.330166,60236,VOZ,CANCELAMENTO,DESISTENCIA,1169,5,ANA SILVA,19.48,2025-07,True
2379,2025-10-07 23:44:02.330166,90495,CHAT,SUPORTE TECNICO,SEM SINAL,1717,4,ANA SILVA,28.62,2025-10,True
2380,2025-11-26 21:28:02.330166,63267,VOZ,FATURAMENTO,BOLETO,555,4,FERNANDA COSTA,9.25,2025-11,False
2381,2025-12-10 01:07:02.330166,38880,CHAT,SUPORTE TECNICO,SEM SINAL,279,1,JOAO SANTOS,4.65,2025-12,False
2382,2025-10-09 12:25:02.330166,88606,CHAT,CANCELAMENTO,VALOR ALTO,973,2,JOAO SANTOS,16.22,2025-10,True
2383,2025-09-08 08:51:02.330166,68213,CHAT,FATURAMENTO,BOLETO,367,4,FERNANDA COSTA,6.12,2025-09,False
2384,2025-10-02 12:46:02.330166,45615,VOZ,INFORMACOES,PLANO,1438,4,CARLOS LIMA,23.97,2025-10,True
2385,2025-06-29 18:27:02.330166,75409,WHATSAPP,CANCELAMENTO,VALOR ALTO,1320,4,CARLOS LIMA,22.0,2025-06,True
2386,2025-07-22 07:20:02.330166,20139,WHATSAPP,SUPORTE TECNICO,LENTIDAO,1774,4,JOAO SANTOS,29.57,2025-07,True
2387,2025-08-04 16:05:02.330166,51184,CHAT,INFORMACOES,PLANO,889,3,JOAO SANTOS,14.82,2025-08,True
2388,2025-09-03 01:45:02.330166,88700,CHAT,CANCELAMENTO,DESISTENCIA,109,5,JOAO SANTOS,1.82,2025-09,False
2389,2025-11-02 19:23:02.330166,12867,CHAT,FATURAMENTO,VALOR INDEVIDO,1230,3,MARIA OLIVEIRA,20.5,2025-11,True
2390,2025-09-23 08:58:02.330166,67185,WHATSAPP,INFORMACOES,PLANO,972,4,ANA SILVA,16.2,2025-09,True
2391,2025-08-28 09:23:02.330166,39957,CHAT,INFORMACOES,PROMOCAO,810,3,CARLOS LIMA,13.5,2025-08,True
2392,2025-08-04 21:22:02.330166,86741,WHATSAPP,SUPORTE TECNICO,SEM SINAL,1119,5,FERNANDA COSTA,18.65,2025-08,True
2393,2025-12-21 05:58:02.330166,59996,CHAT,SUPORTE TECNICO,SEM SINAL,158,2,ANA SILVA,2.63,2025-12,False
2394,2025-10-16 00:53:02.330166,82459,VOZ,SUPORTE TECNICO,SEM SINAL,572,1,FERNANDA COSTA,9.53,2025-10,False
2395,2025-07-23 03:04:02.330166,48424,VOZ,CANCELAMENTO,VALOR ALTO,952,3,JOAO SANTOS,15.87,2025-07,True
2396,2025-08-21 17:20:02.330166,31840,WHATSAPP,SUPORTE TECNICO,LENTIDAO,196,2,ANA SILVA,3.27,2025-08,False
2397,2025-10-23 04:02:02.330166,33061,CHAT,FATURAMENTO,NA,1182,4,CARLOS LIMA,19.7,2025-10,True
2398,2025-06-29 03:01:02.330166,35609,WHATSAPP,SUPORTE TECNICO,SEM SINAL,1519,1,ANA SILVA,25.32,2025-06,True
2399,2025-11-21 18:44:02.330166,33426,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,314,4,FERNANDA COSTA,5.23,2025-11,False
2400,2025-07-23 19:11:02.330166,79947,VOZ,CANCELAMENTO,DESISTENCIA,563,1,MARIA OLIVEIRA,9.38,2025-07,False
2401,2025-09-27 10:21:02.330166,12715,WHATSAPP,SUPORTE TECNICO,LENTIDAO,1093,1,CARLOS LIMA,18.22,2025-09,True
2402,2025-07-04 19:10:02.330166,71481,VOZ,SUPORTE TECNICO,SEM SINAL,1793,2,JOAO SANTOS,29.88,2025-07,True
2403,2025-09-18 04:13:02.330166,42216,CHAT,CANCELAMENTO,NA,418,1,PAULO ROCHA,6.97,2025-09,False
2404,2025-10-20 12:44:02.330166,89431,VOZ,SUPORTE TECNICO,SEM SINAL,197,4,JOAO SANTOS,3.28,2025-10,False
2405,2025-09-17 21:05:02.330166,79323,CHAT,FATURAMENTO,VALOR INDEVIDO,1447,4,FERNANDA COSTA,24.12,2025-09,True
2406,2025-09-18 22:38:02.330166,94849,WHATSAPP,INFORMACOES,COBERTURA,784,5,FERNANDA COSTA,13.07,2025-09,True
2407,2025-09-29 07:01:02.330166,63435,VOZ,INFORMACOES,PROMOCAO,1090,4,JOAO SANTOS,18.17,2025-09,True
2408,2025-07-09 08:42:02.330166,88616,CHAT,FATURAMENTO,BOLETO,1784,3,ANA SILVA,29.73,2025-07,True
2409,2025-09-02 10:28:02.330166,49258,CHAT,INFORMACOES,PROMOCAO,108,3,CARLOS LIMA,1.8,2025-09,False
2410,2025-08-04 05:47:02.330166,67086,WHATSAPP,SUPORTE TECNICO,SEM SINAL,1596,2,CARLOS LIMA,26.6,2025-08,True
2411,2025-11-17 11:56:02.330166,49580,CHAT,SUPORTE TECNICO,INSTABILIDADE,560,2,ANA SILVA,9.33,2025-11,False
2412,2025-08-11 00:58:02.330166,73802,CHAT,SUPORTE TECNICO,LENTIDAO,1015,4,MARIA OLIVEIRA,16.92,2025-08,True
2413,2025-07-19 17:44:02.330166,64499,VOZ,SUPORTE TECNICO,LENTIDAO,562,2,PAULO ROCHA,9.37,2025-07,False
2414,2025-09-02 02:08:02.330166,16962,CHAT,FATURAMENTO,VALOR INDEVIDO,1012,4,PAULO ROCHA,16.87,2025-09,True
2415,2025-10-12 21:41:02.330166,48528,CHAT,INFORMACOES,PLANO,1741,5,FERNANDA COSTA,29.02,2025-10,True
2416,2025-12-13 00:33:02.330166,72843,VOZ,INFORMACOES,PLANO,781,3,JOAO SANTOS,13.02,2025-12,True
2417,2025-06-28 00:15:02.330166,23277,VOZ,CANCELAMENTO,DESISTENCIA,1584,5,MARIA OLIVEIRA,26.4,2025-06,True
2418,2025-09-26 18:01:02.330166,38664,WHATSAPP,FATURAMENTO,BOLETO,1127,3,ANA SILVA,18.78,2025-09,True
2419,2025-08-25 19:23:02.330166,90337,CHAT,INFORMACOES,PROMOCAO,770,5,MARIA OLIVEIRA,12.83,2025-08,True
2420,2025-07-05 06:24:02.330166,77763,WHATSAPP,CANCELAMENTO,VALOR ALTO,312,4,CARLOS LIMA,5.2,2025-07,False
2421,2025-07-02 13:55:02.330166,97335,WHATSAPP,INFORMACOES,COBERTURA,1552,5,FERNANDA COSTA,25.87,2025-07,True
2422,2025-12-12 20:03:02.330166,59535,CHAT,FATURAMENTO,BOLETO,1412,4,PAULO ROCHA,23.53,2025-12,True
2423,2025-07-21 21:16:02.330166,35733,VOZ,CANCELAMENTO,DESISTENCIA,1323,4,MARIA OLIVEIRA,22.05,2025-07,True
2424,2025-07-03 14:58:02.330166,15768,CHAT,INFORMACOES,PLANO,84,2,JOAO SANTOS,1.4,2025-07,False
2425,2025-07-31 06:04:02.330166,64734,VOZ,INFORMACOES,COBERTURA,934,5,FERNANDA COSTA,15.57,2025-07,True
2426,2025-06-26 02:25:02.330166,18680,VOZ,CANCELAMENTO,NA,136,3,PAULO ROCHA,2.27,2025-06,False
2427,2025-08-04 21:11:02.330166,71381,VOZ,INFORMACOES,PLANO,1437,4,ANA SILVA,23.95,2025-08,True
2428,2025-09-17 16:00:02.330166,54923,WHATSAPP,FATURAMENTO,2ª VIA,1550,3,CARLOS LIMA,25.83,2025-09,True
2429,2025-10-18 23:07:02.330166,97155,CHAT,CANCELAMENTO,VALOR ALTO,1138,2,PAULO ROCHA,18.97,2025-10,True
2430,2025-08-06 04:13:02.330166,12913,CHAT,CANCELAMENTO,DESISTENCIA,1049,3,MARIA OLIVEIRA,17.48,2025-08,True
2431,2025-12-20 02:00:02.330166,63046,VOZ,CANCELAMENTO,VALOR ALTO,1271,3,MARIA OLIVEIRA,21.18,2025-12,True
2432,2025-10-05 00:50:02.330166,39311,VOZ,FATURAMENTO,BOLETO,569,4,JOAO SANTOS,9.48,2025-10,False
2433,2025-10-02 16:53:02.330166,76301,CHAT,FATURAMENTO,2ª VIA,905,4,CARLOS LIMA,15.08,2025-10,True
2434,2025-07-10 18:24:02.330166,41784,VOZ,CANCELAMENTO,VALOR ALTO,1336,4,PAULO ROCHA,22.27,2025-07,True
2435,2025-12-11 14:14:02.330166,17458,CHAT,FATURAMENTO,VALOR INDEVIDO,891,4,JOAO SANTOS,14.85,2025-12,True
